Player,Season,Team,Position,GP,TOI,TM #,TOI/GP,TOI%,RAPM_CA/60,RAPM_xGA/60,GAR/60,xGAR/60
Garnet Hathaway,21-22,WSH,R,76,896.9,33,14.5,28.94,1.25,0.038,0.19,0.22
Garnet Hathaway,22-23,BOS,R,25,247.38,24,13.33,27.49,0.6,0.093,0.29,0.29
Garnet Hathaway,22-23,WSH,R,59,606.07,28,14.36,28.7,1.71,0.078,0.28,0.35
Garnet Hathaway,23-24,PHI,R,82,876.55,29,13.95,28.3,-0.2,0.04,0.07,0.09
Garnet Hathaway,24-25,PHI,R,67,686.68,30,14.66,28.55,-0.37,0.068,0.21,0.21
Garnet Hathaway,25-26,PHI,R,33,296.17,25,13.52,26.57,-0.99,-0.042,-0.01,0.01
Gavin Brindley,25-26,COL,C,26,229.28,21,13.53,27.68,3.46,0.133,0.47,0.4
Georgii Merkulov,24-25,BOS,C,6,72.93,23,14.7,29.33,-0.61,-0.003,0.22,0.18
Gerald Mayhew,21-22,ANA,C,15,199.95,23,14.87,29.19,-0.58,-0.014,0.06,0.03
Gerald Mayhew,21-22,PHI,C,25,284.15,26,14.25,28.6,-2.1,-0.073,-0.01,0
Givani Smith,21-22,DET,R,46,387.87,28,14.07,27.86,-1.67,-0.077,0.05,-0.02
Givani Smith,22-23,FLA,R,34,229.77,22,13.25,27.65,0.59,-0.003,0.14,0.18
Givani Smith,23-24,S.J,R,36,280.82,32,14,27.85,-1.37,-0.095,-0.01,-0.03
Greg McKegg,21-22,NYR,C,43,406.67,31,13.92,27.46,-2.36,-0.074,-0.1,-0.03
Gregory Hofmann,21-22,CBJ,C,24,279.7,23,14.91,29.62,-0.24,-0.055,0.1,0.12
Grigori Denisenko,22-23,FLA,L,18,168,22,13.34,27.86,0.9,0.028,0.23,0.21
Grigori Denisenko,23-24,VGK,L,6,61.22,25,14.16,28.24,-0.74,0.029,0.16,0.12
Gustav Nyquist,21-22,CBJ,C,82,1127.45,31,15.46,30.74,-0.26,-0.072,0.11,0.16
Gustav Nyquist,22-23,CBJ,L,48,660.77,31,15.33,30.47,-2.15,-0.11,0.06,0.01
Gustav Nyquist,23-24,NSH,C,81,1089.77,28,15.12,30.96,2.6,0.128,0.35,0.38
Gustav Nyquist,24-25,MIN,R,22,259.18,24,15.68,30.67,-0.95,0.002,0.18,0.16
Gustav Nyquist,24-25,NSH,C/R,57,786.68,31,15.06,30.29,0.95,0.017,0.11,0.15
Gustav Nyquist,25-26,WPG,R,28,283.97,23,14.1,28.62,-0.26,-0.027,-0.01,0.1
Hayden Hodgson,21-22,PHI,R,6,75.22,22,14.83,29.86,-1.67,-0.053,0.18,0.04
Hayden Hodgson,25-26,OTT,R,9,56.8,20,13.44,27.02,0.06,0.025,0.07,0.18
Hendrix Lapierre,21-22,WSH,C,6,51.8,19,14.44,28.76,0.18,-0.001,0.1,0.18
Hendrix Lapierre,23-24,WSH,C,51,524.22,29,14.53,28.77,-0.79,0.005,0.18,0.12
Hendrix Lapierre,24-25,WSH,C,27,244.45,22,13.82,27.45,1.13,0.054,0.05,0.21
Hendrix Lapierre,25-26,WSH,C,36,321.32,23,13.82,27.92,0.79,0.051,0.3,0.36
Henrik Borgstrom,21-22,CHI,C,52,504.28,36,14.66,29.06,-1.63,-0.061,0.06,0.05
Hudson Fasching,21-22,ARI,R,11,105.83,27,13.98,27.7,-3.01,-0.153,-0.15,-0.11
Hudson Fasching,22-23,NYI,R,49,599.17,30,14.68,29.24,0.31,0.04,0.09,0.14
Hudson Fasching,23-24,NYI,R,45,528.55,23,14.71,28.85,-1.33,0.02,0.18,0.17
Hudson Fasching,24-25,NYI,R,43,465.4,28,14.48,28.35,0.71,-0.024,0.03,0.06
Hunter McKown,22-23,CBJ,C,12,125.38,29,13.53,26.6,-1.91,-0.108,-0.18,-0.1
Igor Chernyshov,25-26,S.J,L,6,86.52,19,15.47,31.73,-1.1,-0.024,0.43,0.37
Ilya Mikheyev,21-22,TOR,R,53,663.35,29,14.75,29.2,1.35,0.074,0.32,0.26
Ilya Mikheyev,22-23,VAN,R,46,637.13,29,15.06,30.16,0.34,-0.005,0.27,0.24
Ilya Mikheyev,23-24,VAN,R,78,961.88,28,14.56,29.71,1.63,0.054,0.35,0.3
Ilya Mikheyev,24-25,CHI,R,80,1061.6,32,15.28,29.91,-1.53,-0.061,0.09,0.11
Ilya Mikheyev,25-26,CHI,R,34,484.23,24,14.04,28.21,0.12,-0.074,0.09,0.08
Isaac Howard,25-26,EDM,L,17,152.25,22,14.16,27.66,-0.51,-0.027,0.01,0.06
Isaac Ratcliffe,21-22,PHI,L,10,97.03,22,13.58,27.31,-1.75,-0.097,-0.09,-0.08
Isac Lundestrom,21-22,ANA,C,80,1030.83,35,14.61,28.72,-0.22,-0.034,0.07,0.05
Isac Lundestrom,22-23,ANA,C,61,733.25,31,14.05,28.07,-3.02,-0.185,-0.12,-0.15
Isac Lundestrom,23-24,ANA,C,46,535.78,30,13.61,28.06,-0.2,-0.021,0.08,0.09
Isac Lundestrom,24-25,ANA,C,79,839,28,13.76,27.46,-1.79,-0.079,0.11,0.02
Isac Lundestrom,25-26,CBJ,C,35,380.78,25,14.45,28.24,0.56,0.029,0.15,0.29
Isak Rosen,23-24,BUF,R,7,59.1,21,13.53,27.13,-1.35,-0.099,0.01,-0.07
Isak Rosen,24-25,BUF,R,8,74.92,25,14.03,28.11,0.8,-0.023,0.16,0.16
Isak Rosen,25-26,BUF,R,13,147.28,25,14.74,29.47,-0.8,-0.021,0.23,0.16
Ivan Barbashev,21-22,STL,C,81,1100.97,30,15.03,29.98,-0.85,-0.016,0.24,0.24
Ivan Barbashev,22-23,STL,C,59,798.52,28,15.13,30.03,-1.62,-0.089,0.13,0.13
Ivan Barbashev,22-23,VGK,C,23,334.57,22,15.68,30.29,0.51,0.084,0.41,0.35
Ivan Barbashev,23-24,VGK,C,82,1144.88,33,15.11,30.22,0.91,0.076,0.35,0.37
Ivan Barbashev,24-25,VGK,C,70,1074.68,29,15.92,30.48,1.76,0.071,0.26,0.31
Ivan Barbashev,25-26,VGK,L,37,551.8,21,16.13,30.76,0.46,0.07,0.39,0.36
Ivan Demidov,25-26,MTL,R,38,458.5,27,14.68,29.31,-1.29,-0.048,0.25,0.19
Ivan Ivan,24-25,COL,C,40,349.42,31,13.42,26.89,0.99,0.012,0.05,0.08
Ivan Miroshnichenko,23-24,WSH,L,21,241.32,25,14.92,29.53,-0.37,0.036,0.17,0.19
Ivan Miroshnichenko,24-25,WSH,L,18,150.43,19,14.44,28.61,1.45,0.054,0.21,0.22
J.T. Compher,21-22,COL,L,70,857.62,32,14.26,28.99,1.61,0.042,0.26,0.28
J.T. Compher,22-23,COL,L,82,1229.68,36,15.22,30.66,1.42,0.034,0.26,0.27
J.T. Compher,23-24,DET,L,77,1069.52,23,14.76,29.79,-0.95,-0.044,0.21,0.23
J.T. Compher,24-25,DET,L,76,1002.53,25,14.95,29.19,-1.23,-0.056,0.09,0.02
J.T. Compher,25-26,DET,L,40,524.72,23,14.39,28.51,-0.19,0.005,0.13,0.13
J.T. Miller,21-22,VAN,C,80,1203.15,32,15.33,30.47,1.33,0.026,0.18,0.16
J.T. Miller,22-23,VAN,C,81,1148.47,37,14.98,30,0.06,-0.022,0.17,0.15
J.T. Miller,23-24,VAN,C,81,1112.67,28,15.02,30.68,1.35,0.047,0.28,0.27
J.T. Miller,24-25,NYR,C,32,433.45,28,15.07,30.06,0.38,-0.022,0.06,0.18
J.T. Miller,24-25,VAN,C,40,537.4,29,15.25,30.26,0.58,0.015,0.11,0.24
J.T. Miller,25-26,NYR,C,35,529.02,25,15.98,31.46,0.5,0.029,0.18,0.15
Jack Devine,25-26,FLA,R,6,50.05,18,11.98,24.94,-0.36,0.009,0.04,0.04
Jack Drury,22-23,CAR,C,38,363.87,22,13.64,27.63,4.55,0.198,0.28,0.29
Jack Drury,23-24,CAR,C,74,795.52,27,14.03,28.26,3.94,0.094,0.19,0.22
Jack Drury,24-25,CAR,C,39,394.97,20,13.94,28.28,4.35,0.129,0.24,0.27
Jack Drury,24-25,COL,C,33,363.62,29,13.86,27.67,1.78,0.044,0.13,0.15
Jack Drury,25-26,COL,C,38,452.73,24,13.46,27.55,3.65,0.138,0.45,0.37
Jack Eichel,21-22,VGK,C,34,535.05,30,15.47,30.22,2.13,0.068,0.23,0.29
Jack Eichel,22-23,VGK,C,67,1003.47,28,15.55,30.09,0.36,0.064,0.33,0.25
Jack Eichel,23-24,VGK,C,63,883.48,30,15.23,30.44,-0.95,0.012,0.28,0.23
Jack Eichel,24-25,VGK,C,77,1173.27,30,16.02,30.65,1.21,0.1,0.27,0.3
Jack Eichel,25-26,VGK,C,31,487.53,21,16.18,30.84,0.06,0.036,0.32,0.27
Jack Finley,25-26,T.B,C,13,110.97,27,12.58,26.16,0.91,0.063,0.33,0.24
Jack Hughes,21-22,N.J,C,49,778.68,27,15.29,30.06,0.74,0.037,0.26,0.24
Jack Hughes,22-23,N.J,C,78,1255.83,27,14.96,29.63,2.77,0.138,0.3,0.35
Jack Hughes,23-24,N.J,C,62,1010.95,27,14.68,29.76,1.47,0.051,0.19,0.23
Jack Hughes,24-25,N.J,C,62,994.97,27,15.05,29.87,-0.22,-0.002,0.13,0.04
Jack Hughes,25-26,N.J,C,20,332.65,24,15.25,29.87,1.87,0.047,0.15,0.17
Jack McBain,21-22,ARI,C,10,115.25,24,14.01,27.79,-2.88,-0.172,-0.17,-0.11
Jack McBain,22-23,ARI,C,82,939.68,33,13.48,27.61,-1.84,-0.069,-0.03,0.01
Jack McBain,23-24,ARI,C,67,718.65,32,14,28.33,-0.97,-0.015,0.18,0.18
Jack McBain,24-25,UTA,C,82,954.38,26,14.49,28.8,1.37,0.048,0.18,0.18
Jack McBain,25-26,UTA,C,40,470.65,25,14.19,28.77,2.27,0.084,0.25,0.27
Jack Quinn,22-23,BUF,R,75,863.35,26,14.81,29.58,0.25,-0.014,0.13,0.16
Jack Quinn,23-24,BUF,R,27,331.65,25,15.11,30.3,0.98,-0.015,0.17,0.16
Jack Quinn,24-25,BUF,R,74,899.93,28,14.86,29.87,1.13,-0.028,0.31,0.16
Jack Quinn,25-26,BUF,R,38,504.03,27,14.84,29.77,0.11,0.006,0.2,0.26
Jack Roslovic,21-22,CBJ,C,81,959.67,31,14.84,29.53,-0.72,-0.08,0.17,0.07
Jack Roslovic,22-23,CBJ,C,77,949.32,39,14.92,29.61,-1.64,-0.095,0.09,0.08
Jack Roslovic,23-24,CBJ,C,40,557.53,26,15.32,30.53,0.03,-0.025,0.11,0.17
Jack Roslovic,23-24,NYR,C,19,239.5,21,14.91,29.8,1.3,0.025,0.23,0.23
Jack Roslovic,24-25,CAR,C,81,985.18,31,14.56,29.54,4.41,0.131,0.2,0.27
Jack Roslovic,25-26,EDM,C,27,412.85,27,15.88,31.11,0.66,0,0.24,0.22
Jack Studnicka,21-22,BOS,C,15,172.6,29,14.24,28.83,1.88,0.1,0.3,0.31
Jack Studnicka,22-23,VAN,C,47,466.68,36,13.99,28.06,-1.52,-0.052,0.01,0.02
Jack Studnicka,23-24,S.J,C,17,184.93,28,14.09,27.99,-2.25,-0.141,-0.11,-0.14
Jack Studnicka,25-26,FLA,C,12,86.6,20,12.61,26.25,-0.96,-0.009,0.01,-0.02
Jackson Blake,24-25,CAR,R,80,924.47,28,14.33,29.06,4.34,0.121,0.2,0.28
Jackson Blake,25-26,CAR,R,38,535.42,24,14.92,29.49,3.95,0.096,0.33,0.18
Jackson Cates,21-22,PHI,C,11,93.38,25,13.61,27.32,-2.15,-0.109,-0.04,-0.09
Jacob Lucchini,22-23,OTT,C,11,108.1,21,12.59,26.56,-0.76,-0.037,-0.03,-0.09
Jacob Lucchini,23-24,MIN,C,40,352.1,29,13.17,26.88,-1.02,-0.002,0.17,0.12
Jacob Melanson,25-26,SEA,R,8,64.47,21,13.08,25.7,-0.87,-0.062,0.2,0.08
Jacob Peterson,21-22,DAL,C,65,666.13,27,14.56,28.9,-0.41,0.018,0.1,0.04
Jacob Peterson,22-23,S.J,C,11,154.9,27,15.12,30.17,-0.27,-0.025,0.1,0.12
Jacob Peterson,23-24,S.J,C,6,68.05,20,14.73,29.42,-2.25,-0.136,-0.16,-0.11
Jaden Schwartz,21-22,SEA,C,37,562.95,27,15.26,30.39,0.35,-0.015,0.19,0.24
Jaden Schwartz,22-23,SEA,C,71,1021.3,25,15,30.06,0.87,0.003,0.27,0.26
Jaden Schwartz,23-24,SEA,C,62,843.8,28,14.85,29.47,0.8,0.038,0.21,0.17
Jaden Schwartz,24-25,SEA,C,81,1183.17,29,15.45,30.66,-0.63,-0.045,0.17,0.14
Jaden Schwartz,25-26,SEA,L,23,322.68,24,15.3,30.09,-2.16,-0.156,-0.08,-0.1
Jake Debrusk,21-22,BOS,L,77,984.23,32,14.47,29.33,2.96,0.143,0.36,0.36
Jake Debrusk,22-23,BOS,L,64,774.73,29,14.42,29.8,2.8,0.155,0.47,0.34
Jake Debrusk,23-24,BOS,L,80,1056.73,29,14.92,30.01,-0.11,0.015,0.26,0.23
Jake Debrusk,24-25,VAN,L,82,1103.97,35,15.29,30.37,0.95,0.022,0.19,0.23
Jake Debrusk,25-26,VAN,L,37,447.55,30,14.97,30.65,-0.85,-0.062,0.07,0.07
Jake Evans,21-22,MTL,C,72,942.3,38,14.56,29.34,-0.99,-0.047,0.02,0.05
Jake Evans,22-23,MTL,C,54,616.53,34,13.83,28.06,-2.16,-0.112,-0.06,0
Jake Evans,23-24,MTL,C,82,1025.08,31,14.13,28.44,-1.81,-0.08,0.02,0.07
Jake Evans,24-25,MTL,C,82,1006.05,28,14.09,28.34,-1.04,-0.037,0.02,0.07
Jake Evans,25-26,MTL,C,34,395.23,25,14.16,28.26,-0.19,-0.034,0,0.07
Jake Guentzel,21-22,PIT,C/L,76,1206.12,29,16.19,31.81,1.54,0.074,0.23,0.23
Jake Guentzel,22-23,PIT,L,78,1216.05,29,15.92,32.52,1.84,0.106,0.2,0.22
Jake Guentzel,23-24,CAR,C/L,17,251.22,21,15.17,30.49,3.29,0.107,0.39,0.29
Jake Guentzel,23-24,PIT,L,50,806.57,28,16.43,33.24,2.27,0.095,0.27,0.31
Jake Guentzel,24-25,T.B,C,80,1233.38,27,15.61,30.83,0.45,0.029,0.4,0.35
Jake Guentzel,25-26,T.B,C,38,539.45,29,14.36,29.82,1.43,0.066,0.33,0.33
Jake Leschyshyn,21-22,VGK,C,41,426.22,33,14.14,27.69,0.39,0.034,0.17,0.18
Jake Leschyshyn,22-23,NYR,C,13,105.6,23,13.27,26.36,-1.47,-0.053,0.14,0.15
Jake Leschyshyn,22-23,VGK,C,22,207.1,27,14.1,27.23,-0.16,0.061,0.18,0.25
Jake Neighbours,21-22,STL,L,9,79.37,22,13.63,27.23,-1.02,-0.041,-0.01,0.11
Jake Neighbours,22-23,STL,L,43,478.52,31,14.52,28.87,-1.31,-0.076,0.14,0.13
Jake Neighbours,23-24,STL,L,77,968.75,28,15.09,30.24,-1.49,-0.073,0.08,0.03
Jake Neighbours,24-25,STL,L,82,1072.2,27,15.8,30.58,0.1,0.035,0.27,0.31
Jake Neighbours,25-26,STL,L,28,362.35,27,15.65,30.91,-0.6,0.008,0.16,0.13
Jakob Pelletier,22-23,CGY,L,24,284.77,24,14.86,30.14,3.15,0.115,0.24,0.28
Jakob Pelletier,23-24,CGY,L,13,118.95,24,13.82,27.72,-0.03,-0.024,0.11,0.16
Jakob Pelletier,24-25,CGY,L,24,264.9,22,14.65,29,0.05,-0.026,0.07,0.05
Jakob Pelletier,24-25,PHI,L,25,254.78,23,14.38,28,-0.76,0.057,0.24,0.24
Jakob Silfverberg,21-22,ANA,R,53,681.32,29,14.9,29.3,-0.94,-0.052,0.09,0.1
Jakob Silfverberg,22-23,ANA,R,81,859.85,32,14.39,28.7,-3.46,-0.207,-0.13,-0.19
Jakob Silfverberg,23-24,ANA,R,81,783.02,33,13.67,28.19,-2.3,-0.046,0.04,-0.02
Jakub Lauko,22-23,BOS,C,23,194.95,28,13.23,27.29,0.71,0.078,0.29,0.29
Jakub Lauko,23-24,BOS,C,60,573.12,31,13.61,27.36,-1.16,0.016,0.22,0.21
Jakub Lauko,24-25,BOS,C,18,207,24,13.73,27.21,-1.25,-0.051,0.09,-0.01
Jakub Lauko,24-25,MIN,C,38,336.23,30,13.9,27.2,-2.25,-0.071,0.02,0
Jakub Voracek,21-22,CBJ,R,79,1081.55,29,15.09,30.03,-0.54,-0.086,0.09,0.15
Jakub Voracek,22-23,CBJ,R,11,135.55,22,15.21,30.23,-2.74,-0.145,0.22,0.04
Jakub Vrana,21-22,DET,L,26,319.73,30,14.03,27.82,-0.72,-0.042,0,0.01
Jakub Vrana,22-23,DET,L,5,51.3,22,14.54,29.44,-1.2,-0.033,0.12,0.09
Jakub Vrana,22-23,STL,L,20,253.52,25,14.98,29.85,-1.55,-0.126,0.11,0.1
Jakub Vrana,23-24,STL,L,21,216.75,23,14.28,28.61,-1.71,-0.087,0.05,-0.01
Jakub Vrana,24-25,NSH,L,13,135.38,22,13.71,27.49,-0.3,-0.026,0.02,0.06
Jakub Vrana,24-25,WSH,L,26,238.2,23,13.81,27.43,1.06,0.047,0.06,0.17
James Hamblin,22-23,EDM,L,10,80.9,21,12.41,25.28,0.81,0.05,0.08,0.14
James Hamblin,23-24,EDM,L,31,239.87,22,12.77,25.49,1.18,0.072,0.03,0.13
James Malatesta,23-24,CBJ,L,11,107.52,25,13.82,27.31,-0.74,-0.036,-0.02,0.06
James Neal,21-22,STL,L,19,192.38,24,13.81,27.58,-0.78,-0.024,0.14,0.14
James Van Riemsdyk,21-22,PHI,L,82,1053.75,38,14.81,29.84,-1.17,-0.049,0.08,0.07
James Van Riemsdyk,22-23,PHI,L,61,773.85,31,14.96,29.77,-0.77,-0.021,0.11,0.12
James Van Riemsdyk,23-24,BOS,L,71,769.2,30,14.65,29.43,-0.91,0.009,0.23,0.2
James Van Riemsdyk,24-25,CBJ,L,71,803.82,31,15.04,29.16,-0.13,-0.023,0.26,0.23
James Van Riemsdyk,25-26,DET,L,31,320.45,23,14.25,28.21,-1.13,-0.014,0.06,0.01
Jamie Benn,21-22,DAL,L,82,1092,28,15.16,30.12,-0.28,-0.005,0.07,0.08
Jamie Benn,22-23,DAL,L,82,935.9,26,14.77,29.75,0.69,0.023,0.2,0.24
Jamie Benn,23-24,DAL,L,82,918.47,24,14.83,29.53,1.98,0.118,0.42,0.34
Jamie Benn,24-25,DAL,L,80,942.78,27,14.88,30.11,0.53,0.049,0.27,0.26
Jamie Benn,25-26,DAL,L,20,235.83,22,15.13,30.48,-0.43,0.051,0.41,0.35
Jan Jenik,21-22,ARI,C/R,13,131.18,29,13.93,27.57,-3.5,-0.182,-0.16,-0.2
Jani Nyman,24-25,SEA,R,12,137.67,20,15.1,29.98,-0.51,-0.01,0.22,0.19
Jani Nyman,25-26,SEA,R,24,233.48,24,14.35,28.22,-1.84,-0.078,0.05,-0.01
Janne Kuokkanen,21-22,N.J,C/L,57,689.52,33,14.65,28.79,0.08,0.004,0.19,0.16
Jansen Harkins,21-22,WPG,C,77,716.3,32,13.65,27.24,-0.72,0.003,-0.02,0.04
Jansen Harkins,22-23,WPG,C,22,235.28,26,13.78,28.13,1.36,0.095,0.13,0.15
Jansen Harkins,23-24,PIT,C,45,356.95,31,13.33,26.98,-0.39,-0.018,0.02,0.02
Jansen Harkins,24-25,ANA,C,62,571.48,28,13.58,27.1,-2.24,-0.082,0.08,0
Jansen Harkins,25-26,ANA,C,17,149.95,20,13.47,27.29,-0.01,-0.004,0.14,0.08
Jared Davidson,25-26,MTL,C,10,86.97,20,13.7,27.31,-0.47,0.004,0.05,0.07
Jared McCann,21-22,SEA,C/L,74,941.35,34,14.93,29.72,-0.14,-0.028,0.14,0.15
Jared McCann,22-23,SEA,L,79,980.83,25,15.29,30.62,0.68,0.041,0.35,0.31
Jared McCann,23-24,SEA,L,80,973.73,29,15.13,30.04,1.18,0.034,0.16,0.12
Jared McCann,24-25,SEA,L,82,1005.1,29,14.97,29.72,-1.39,-0.058,0.19,0.11
Jared McCann,25-26,SEA,L,13,164.05,23,15.91,31.28,-1.04,-0.084,0.02,0
Jaret Anderson-Dolan,21-22,L.A,C,7,90.43,25,14.79,29.5,1.9,0.038,0.17,0.12
Jaret Anderson-Dolan,22-23,L.A,C,46,456.83,27,13.59,27.4,0.83,0.024,0.22,0.16
Jaret Anderson-Dolan,23-24,L.A,C,30,309.1,23,13.56,27.49,1.47,0.049,0.12,0.08
Jaret Anderson-Dolan,24-25,WPG,C,7,68.8,22,13.41,26.24,0.47,0.078,0.2,0.13
Jason Dickinson,21-22,VAN,C,62,703.23,31,14.6,29.02,0.46,0.001,0.11,0.1
Jason Dickinson,22-23,CHI,C,78,1020.33,37,14.57,28.99,-1.66,-0.081,-0.03,0.01
Jason Dickinson,23-24,CHI,C,82,1076.68,34,14.73,29.53,-1.6,-0.074,0.03,-0.03
Jason Dickinson,24-25,CHI,C,59,752.02,29,15,29.42,-0.48,-0.013,0.16,0.19
Jason Dickinson,25-26,CHI,C,25,326.78,24,14.16,28.46,-1.29,-0.107,-0.12,-0.06
Jason Polin,23-24,COL,R,7,51.3,19,11.89,24.29,0,-0.033,0.13,0.08
Jason Robertson,21-22,DAL,L,74,1099.52,27,15.72,31.22,0.39,0.096,0.34,0.22
Jason Robertson,22-23,DAL,L,82,1221.8,25,15.02,30.25,0.72,0.089,0.38,0.33
Jason Robertson,23-24,DAL,L,82,1221.18,24,15.03,29.92,1.86,0.119,0.46,0.37
Jason Robertson,24-25,DAL,L,82,1148.43,28,14.91,30.17,-0.03,0.031,0.28,0.27
Jason Robertson,25-26,DAL,L,39,595.75,23,15.17,30.58,-0.96,0.014,0.34,0.29
Jason Spezza,21-22,TOR,C,71,636.95,31,13.85,27.37,0.87,0.043,0.23,0.2
Jason Zucker,21-22,PIT,L,41,541.18,25,14.88,29.22,0.68,0.051,0.21,0.19
Jason Zucker,22-23,PIT,L,78,1089.3,30,14.96,30.58,1.15,0.079,0.17,0.15
Jason Zucker,23-24,ARI,L,51,613.25,27,14.19,28.75,-0.92,-0.034,0.13,0.13
Jason Zucker,23-24,NSH,L,18,212.03,22,13.98,28.52,1.12,0.073,0.13,0.17
Jason Zucker,24-25,BUF,L,73,917.55,28,15,30.17,0.97,-0.016,0.28,0.28
Jason Zucker,25-26,BUF,L,21,252.67,26,15.18,30.45,-0.75,-0.035,0.21,0.1
Jasper Weatherby,21-22,S.J,C,50,496.38,34,13.89,27.39,-1.88,-0.073,-0.08,-0.02
Jay Beagle,21-22,ARI,C,33,377.82,34,14.19,28.13,-2.26,-0.126,-0.12,-0.06
Jayson Megna,21-22,COL,C,20,192.33,26,12.88,26.28,0.76,0.004,0.15,0.18
Jayson Megna,22-23,ANA,C,41,395.25,26,13.82,27.57,-3.47,-0.216,-0.19,-0.21
Jayson Megna,22-23,COL,C,14,100.13,26,12.1,24.54,0.52,0.009,-0.09,0.08
Jean-Gabriel Pageau,21-22,NYI,C,77,1005.62,30,14.82,29.12,-0.78,0.005,0.12,0.09
Jean-Gabriel Pageau,22-23,NYI,C,70,888.93,31,14.66,29.15,-0.42,0.026,0.12,0.18
Jean-Gabriel Pageau,23-24,NYI,C,82,1000.65,25,14.64,28.74,-0.98,0.012,0.11,0.11
Jean-Gabriel Pageau,24-25,NYI,C,79,1034.65,29,15.3,29.95,0.74,0.029,0.2,0.18
Jean-Gabriel Pageau,25-26,NYI,C,31,369.5,23,14.64,29.41,-0.4,-0.016,0.15,-0.01
Jean-Luc Foudy,22-23,COL,C,9,83.37,26,13.21,26.6,1.03,0.05,-0.06,0.12
Jeff Carter,21-22,PIT,C,76,1038.95,30,14.95,29.37,1.6,0.094,0.32,0.27
Jeff Carter,22-23,PIT,C,79,850.53,31,13.59,27.69,0.7,0.043,0.17,0.16
Jeff Carter,23-24,PIT,C,72,666.67,32,13.42,27.17,0.04,-0.001,0.11,0.03
Jeff Malott,24-25,L.A,L,12,119.48,23,13.49,26.73,0.96,0.056,0.18,0.21
Jeff Malott,25-26,L.A,L,22,175.9,20,13.41,27.14,1.3,0.039,0.12,0.1
Jeff Skinner,21-22,BUF,C/L,80,1105.93,30,15.24,30.02,0.14,-0.023,0.2,0.19
Jeff Skinner,22-23,BUF,L,79,1088.77,26,15.74,31.48,1.45,0.04,0.28,0.29
Jeff Skinner,23-24,BUF,L,74,962.53,27,15.31,30.71,1.37,0.002,0.25,0.23
Jeff Skinner,24-25,EDM,C/L,72,837.72,27,14.89,29.31,1.14,0.074,0.18,0.21
Jeff Skinner,25-26,S.J,L,26,274.03,25,14.31,29.36,-1.82,-0.068,0.12,0.08
Jeffrey Viel,21-22,S.J,L,34,296.75,31,13.64,26.88,-2.55,-0.09,-0.12,-0.08
Jeffrey Viel,25-26,BOS,L,10,93.97,24,13.53,27.96,0.29,-0.014,0.19,0
Jere Innala,24-25,COL,L,17,118,34,12.62,25.31,0.73,-0.019,0.01,0.01
Jesper Boqvist,21-22,N.J,C,56,691.7,31,14.67,28.86,0.14,-0.002,0.14,0.1
Jesper Boqvist,22-23,N.J,C,70,766.25,27,14.66,29.05,1.58,0.103,0.23,0.23
Jesper Boqvist,23-24,BOS,C,47,510.65,28,13.88,27.82,-0.44,0.02,0.22,0.19
Jesper Boqvist,24-25,FLA,C,78,917.65,29,14.43,28.93,2.49,0.093,0.18,0.23
Jesper Boqvist,25-26,FLA,C,38,408.97,23,13.89,28.97,1.56,0.062,0.21,0.17
Jesper Bratt,21-22,N.J,L,76,1075.73,32,15.44,30.37,0.43,0.034,0.26,0.21
Jesper Bratt,22-23,N.J,L,82,1151.03,26,15.39,30.45,2.48,0.177,0.37,0.36
Jesper Bratt,23-24,N.J,L,82,1164.85,32,15,30.41,1.75,0.068,0.2,0.27
Jesper Bratt,24-25,N.J,L,81,1119.75,32,15.5,30.77,2.18,0.085,0.18,0.26
Jesper Bratt,25-26,N.J,L,38,541.78,27,15.91,31.14,0.89,0.003,0.14,0.18
Jesper Fast,21-22,CAR,R,82,1034.07,27,14.75,30.08,3.29,0.148,0.27,0.32
Jesper Fast,22-23,CAR,R,80,1026.48,24,15.13,30.65,5.09,0.194,0.34,0.4
Jesper Fast,23-24,CAR,R,73,823.2,25,14.44,29.07,5.64,0.175,0.24,0.3
Jesper Froden,21-22,BOS,R,7,79.42,21,13.98,28.3,1.69,0.093,0.22,0.16
Jesper Froden,22-23,SEA,R,14,137.2,20,14.91,29.88,1.92,0.038,0.29,0.32
Jesperi Kotkaniemi,21-22,CAR,C,66,707.85,27,13.76,28.09,2.37,0.087,0.22,0.22
Jesperi Kotkaniemi,22-23,CAR,C,82,1028.5,24,14.56,29.49,3.84,0.167,0.34,0.27
Jesperi Kotkaniemi,23-24,CAR,C,79,917.45,28,14.2,28.6,4.22,0.107,0.21,0.26
Jesperi Kotkaniemi,24-25,CAR,C,78,973.03,30,14.35,29.09,3.98,0.086,0.18,0.22
Jesperi Kotkaniemi,25-26,CAR,C,22,226.27,23,13.92,27.55,3.18,0.081,0.21,0.2
Jesse Puljujarvi,21-22,EDM,R,65,936.97,29,16.29,32.55,2.25,0.127,0.24,0.32
Jesse Puljujarvi,22-23,CAR,R,17,193.68,21,14.38,29.12,4.24,0.197,0.33,0.34
Jesse Puljujarvi,22-23,EDM,R,58,661.07,25,14.29,29.02,1.5,0.117,0.23,0.29
Jesse Puljujarvi,23-24,PIT,R,22,200.5,28,13.84,27.99,0.49,0.008,0.12,0.06
Jesse Puljujarvi,24-25,FLA,R,5,56.9,22,13.62,27.34,2.26,0.048,0.05,0.25
